Gene	LINC1KD-1-D2-NTC_ATCACG_L008	LINC1KD-2-D2-658_CGATGT_L008	LINC1KD-3-D3-NTC_TTAGGC_L008	LINC1KD-4-1D3-658_TGACCA_L008	LINC1KD-5-2D3-NTC_GCCAAT_L008	LINC1KD-6-2D3-658_TAGCTT_L008
ENSMUSG00000020372.15	41299	49171	26620	46723	39239	46878
ENSMUSG00000020374.16	8	10	5	8	14	27
ENSMUSG00000020375.9	173	192	170	203	189	346
ENSMUSG00000020376.16	176	247	108	282	189	272
ENSMUSG00000020377.14	2	0	0	4	3	3
ENSMUSG00000020380.16	899	1012	744	876	736	877
ENSMUSG00000020381.10	152	165	86	106	134	156
ENSMUSG00000020383.1	0	0	0	0	0	0
ENSMUSG00000020385.16	217	294	206	282	201	307
ENSMUSG00000020386.5	319	322	390	381	334	390
ENSMUSG00000020387.15	1040	982	1219	1360	1032	851
ENSMUSG00000020388.12	0	16	12	42	35	39
ENSMUSG00000020389.19	63	116	88	115	77	148
ENSMUSG00000020390.12	1251	1143	835	1295	1186	1353
ENSMUSG00000020392.8	1449	1651	1109	1847	1393	1797
ENSMUSG00000020393.16	674	739	408	592	636	651
ENSMUSG00000020395.13	0	0	0	0	0	0
ENSMUSG00000020396.8	874	1184	714	1519	938	1437
ENSMUSG00000020397.15	933	1314	667	1144	847	1577
ENSMUSG00000020399.14	0	0	0	3	0	0
ENSMUSG00000020400.17	1260	1101	968	1270	1288	1141
ENSMUSG00000020401.6	0	0	0	0	0	0
ENSMUSG00000020402.11	6668	7023	7051	8329	7589	7765
ENSMUSG00000020405.4	0	0	2	1	3	0
ENSMUSG00000020407.13	4170	5406	2318	5112	3967	7140
ENSMUSG00000020409.10	949	994	806	886	922	798
ENSMUSG00000020411.2	0	14	16	14	18	10
ENSMUSG00000020412.16	1372	1224	964	1405	1282	1197
ENSMUSG00000020413.11	767	890	732	885	626	922
ENSMUSG00000020415.16	629	658	500	507	827	723
ENSMUSG00000020419.11	195	235	135	158	104	141
ENSMUSG00000020420.8	35	17	35	22	37	34
ENSMUSG00000020422.13	11582	11818	9510	10165	8455	6668
ENSMUSG00000020423.6	1100	1039	1396	1603	1653	1110
ENSMUSG00000020424.3	353	420	319	532	327	459
ENSMUSG00000020427.11	450	460	225	536	383	732
ENSMUSG00000020428.13	0	0	0	0	0	0
ENSMUSG00000020429.7	0	0	0	0	0	0
ENSMUSG00000020430.12	4566	5777	4577	6684	5039	6415
ENSMUSG00000020431.5	397	424	295	289	397	271
ENSMUSG00000020432.12	284	396	232	349	324	445
ENSMUSG00000020434.4	0	14	6	15	19	13
ENSMUSG00000020435.17	12	16	5	4	7	6
ENSMUSG00000020436.17	0	2	0	0	0	0
ENSMUSG00000020437.12	223	264	294	320	193	236
ENSMUSG00000020439.17	925	1281	635	1010	779	848
ENSMUSG00000020440.13	1288	1460	1197	1784	1546	1623
ENSMUSG00000020441.6	397	341	317	503	360	448
ENSMUSG00000020444.19	1731	2602	1762	3088	2347	3132
ENSMUSG00000020447.5	0	0	0	2	0	0
ENSMUSG00000020448.16	649	623	528	536	552	599
ENSMUSG00000020451.17	1736	2045	1312	1906	1741	1858
ENSMUSG00000020453.17	2153	2229	1755	2593	1900	2251
ENSMUSG00000020454.17	1984	1851	1681	1825	1754	1741
ENSMUSG00000020455.16	661	633	407	662	652	666
ENSMUSG00000020456.17	5260	5493	4687	5417	4747	5142
ENSMUSG00000020457.13	1755	2199	1512	2744	1923	3007
ENSMUSG00000020458.16	5922	5535	4697	7622	6044	7141
ENSMUSG00000020459.14	315	349	287	344	271	456
ENSMUSG00000020460.15	4689	6891	4715	7052	6203	7336
ENSMUSG00000020461.10	0	0	0	0	0	0
ENSMUSG00000020462.14	270	173	156	265	212	215
ENSMUSG00000020463.15	1108	1246	752	1123	852	1289
ENSMUSG00000020464.15	1846	1945	1198	2119	1262	1997
ENSMUSG00000020467.15	7	0	1	12	8	12
ENSMUSG00000020469.8	12	13	18	23	25	22
ENSMUSG00000020471.11	2683	3130	1982	2995	2407	2657
ENSMUSG00000020472.14	2174	2091	1320	1768	1679	1516
ENSMUSG00000020473.13	160	106	114	166	130	159
ENSMUSG00000020474.11	227	239	201	235	259	228
ENSMUSG00000020475.3	25	41	20	28	42	32
ENSMUSG00000020476.14	2299	2471	1866	2510	2235	2672
ENSMUSG00000020477.10	3013	3339	1809	4176	2722	3367
ENSMUSG00000020481.15	7	0	0	5	3	3
ENSMUSG00000020482.4	1827	1984	1369	1978	1744	2037
ENSMUSG00000020483.14	7781	9336	4992	8392	6085	8968
ENSMUSG00000020484.18	3295	4288	2218	4147	3084	4267
ENSMUSG00000020485.14	384	564	537	600	565	653
ENSMUSG00000020486.18	0	0	0	2	4	20
ENSMUSG00000020490.16	1	0	0	0	0	1
ENSMUSG00000020491.15	116	207	78	107	125	158
ENSMUSG00000020492.11	174	279	275	223	193	259
ENSMUSG00000020493.8	123	124	208	201	166	165
ENSMUSG00000020495.13	1173	1153	1008	1352	1160	1304
ENSMUSG00000020496.9	4631	4759	3224	4878	4231	4844
ENSMUSG00000020513.15	72	49	78	50	61	46
ENSMUSG00000020514.8	870	1262	1045	1627	1190	1546
ENSMUSG00000020515.13	1336	1834	1361	1853	1624	2062
ENSMUSG00000020516.15	957	1093	789	1279	871	1140
ENSMUSG00000020519.5	441	713	353	833	567	690
ENSMUSG00000020520.14	863	816	508	811	636	838
ENSMUSG00000020521.7	306	321	263	328	343	324
ENSMUSG00000020522.13	830	931	638	837	569	794
ENSMUSG00000020523.14	854	1008	749	1069	892	1008
ENSMUSG00000020524.16	4	0	0	0	0	0
ENSMUSG00000020525.17	638	887	463	820	577	811
ENSMUSG00000020526.12	331	518	412	535	403	589
ENSMUSG00000020527.14	908	1212	962	1268	924	1077
ENSMUSG00000020528.14	624	1146	579	903	760	1146
ENSMUSG00000020530.14	1340	1274	990	1422	1107	1558
ENSMUSG00000020532.18	2296	2244	2224	2210	1767	1867
ENSMUSG00000020534.14	4435	4368	3557	4972	4065	4230
ENSMUSG00000020536.12	3552	3408	2541	3080	2809	2430
ENSMUSG00000020537.9	3043	3076	1746	3636	2320	2854
ENSMUSG00000020538.15	2193	2280	1613	2114	2112	2167
ENSMUSG00000020541.12	437	383	272	419	347	322
ENSMUSG00000020542.18	1	0	2	1	5	0
ENSMUSG00000020544.14	675	687	565	863	808	995
ENSMUSG00000020545.12	0	0	0	0	0	0
ENSMUSG00000020546.14	232	124	165	151	155	130
ENSMUSG00000020547.4	2449	2607	2411	3647	2595	3410
ENSMUSG00000020548.10	0	0	5	10	1	0
ENSMUSG00000020549.14	3317	3857	3055	4396	3241	3705
ENSMUSG00000020553.8	131	176	63	142	152	277
ENSMUSG00000020561.8	686	722	582	658	629	645
ENSMUSG00000020562.7	0	0	0	4	1	0
ENSMUSG00000020564.17	149	257	244	277	222	283
ENSMUSG00000020566.18	19	12	12	20	9	22
ENSMUSG00000020570.15	499	500	473	519	401	547
ENSMUSG00000020571.12	3546	4036	3968	4419	4485	5051
ENSMUSG00000020572.8	1845	1932	1104	1913	1169	2260
ENSMUSG00000020573.17	7	0	0	0	0	0
ENSMUSG00000020576.9	588	629	513	536	401	519
ENSMUSG00000020577.16	741	1171	474	1106	773	1201
ENSMUSG00000020580.9	321	400	321	373	220	325
ENSMUSG00000020581.11	0	0	0	0	0	0
ENSMUSG00000020583.4	57	0	44	89	49	69
ENSMUSG00000020585.4	2041	2306	1542	2269	2026	2301
ENSMUSG00000020589.16	283	271	279	240	170	200
ENSMUSG00000020590.15	241	224	139	137	135	215
ENSMUSG00000020591.10	0	0	0	0	0	0
ENSMUSG00000020592.14	1236	1431	1225	1733	1204	1491
ENSMUSG00000020593.14	689	676	480	568	627	612
ENSMUSG00000020594.14	2818	2856	2306	3040	2251	3253
ENSMUSG00000020598.16	0	6	13	9	9	11
ENSMUSG00000020599.13	32	9	24	33	14	21
ENSMUSG00000020600.13	0	0	0	0	0	0
ENSMUSG00000020601.7	92	104	130	214	125	232
ENSMUSG00000020604.13	13	1	5	10	5	8
ENSMUSG00000020605.9	1042	886	721	690	1027	807
ENSMUSG00000020607.6	22	28	31	57	16	41
ENSMUSG00000020608.7	894	907	694	1074	608	1028
ENSMUSG00000020609.14	1	5	4	6	3	0
ENSMUSG00000020610.16	402	465	375	462	382	439
ENSMUSG00000020611.14	1454	1727	1306	1430	1317	1344
ENSMUSG00000020612.16	3782	4211	2988	3941	3658	4358
ENSMUSG00000020614.13	32	32	77	84	54	12
ENSMUSG00000020617.13	0	0	0	3	7	5
ENSMUSG00000020620.14	0	0	3	0	4	1
ENSMUSG00000020621.6	110	87	86	128	131	238
ENSMUSG00000020622.16	0	0	0	0	0	0
ENSMUSG00000020623.11	64	125	78	89	86	94
ENSMUSG00000020624.3	0	0	0	0	0	0
ENSMUSG00000020627.10	22	0	1	11	18	10
ENSMUSG00000020628.15	728	678	655	564	751	633
ENSMUSG00000020629.12	733	908	727	927	869	978
ENSMUSG00000020630.8	528	523	429	647	540	615
ENSMUSG00000020633.13	0	0	8	5	2	7
ENSMUSG00000020634.12	929	1304	830	1207	760	1282
ENSMUSG00000020635.8	115	205	89	134	89	124
ENSMUSG00000020636.14	0	0	0	2	0	0
ENSMUSG00000020638.7	0	0	2	8	8	12
ENSMUSG00000020639.14	58	60	12	29	24	51
ENSMUSG00000020640.10	1197	1009	851	804	833	852
ENSMUSG00000020641.15	0	0	8	8	0	5
ENSMUSG00000020642.12	181	182	109	148	178	268
ENSMUSG00000020644.8	27	86	99	173	125	233
ENSMUSG00000020646.16	456	578	332	448	262	409
ENSMUSG00000020647.10	895	770	575	629	561	493
ENSMUSG00000020648.3	237	215	173	333	215	411
ENSMUSG00000020649.11	11451	10952	10766	17752	11307	14472
ENSMUSG00000020650.15	125	227	116	247	72	281
ENSMUSG00000020651.8	0	0	0	0	0	0
ENSMUSG00000020652.17	377	505	457	572	582	632
ENSMUSG00000020653.11	811	958	551	687	609	930
ENSMUSG00000020654.15	589	479	338	362	426	298
ENSMUSG00000020656.15	185	130	115	160	130	103
ENSMUSG00000020657.16	622	728	587	723	526	722
ENSMUSG00000020658.10	220	221	106	169	136	145
ENSMUSG00000020659.16	477	450	452	490	445	413
ENSMUSG00000020660.6	33	24	14	28	31	31
ENSMUSG00000020661.15	5099	6738	3754	7086	3834	6171
ENSMUSG00000020664.10	936	1034	777	1128	853	1330
ENSMUSG00000020668.10	305	263	147	193	250	290
ENSMUSG00000020669.15	124	116	38	89	117	118
ENSMUSG00000020671.9	1837	1785	1150	1371	1459	1535
ENSMUSG00000020672.14	0	0	0	0	2	10
ENSMUSG00000020673.14	9	7	4	3	5	10
ENSMUSG00000020674.17	815	904	580	838	545	595
ENSMUSG00000020676.2	0	0	0	0	0	0
ENSMUSG00000020677.7	225	359	363	253	281	338
ENSMUSG00000020679.11	53	39	100	201	92	180
ENSMUSG00000020680.15	4248	4156	3623	5417	3125	4459
ENSMUSG00000020681.14	58	50	27	44	30	42
ENSMUSG00000020682.17	227	260	187	285	111	135
ENSMUSG00000020684.14	187	91	56	89	134	91
ENSMUSG00000020686.12	0	0	2	0	0	0
ENSMUSG00000020687.13	1197	1092	915	1154	987	941
ENSMUSG00000020689.4	167	66	121	104	165	129
ENSMUSG00000020690.12	0	0	0	0	0	0
ENSMUSG00000020691.13	1568	1448	894	1218	1181	1531
ENSMUSG00000020692.14	879	989	649	1168	1051	1220
ENSMUSG00000020694.16	1780	1686	1086	1402	1482	1574
ENSMUSG00000020695.14	145	99	104	150	120	127
ENSMUSG00000020696.18	307	354	285	341	327	416
ENSMUSG00000020697.16	1594	1475	1205	1247	1212	1335
ENSMUSG00000020698.11	3	3	8	14	6	6
ENSMUSG00000020700.11	1708	1981	1246	1566	1728	1784
ENSMUSG00000020701.12	0	17	0	3	5	10
ENSMUSG00000020702.13	0	0	0	0	0	0
ENSMUSG00000020703.3	0	0	0	0	0	0
ENSMUSG00000020704.13	0	0	1	1	0	17
ENSMUSG00000020705.6	3263	3336	2674	3434	2762	3077
ENSMUSG00000020706.13	5432	5522	4586	5993	5001	5135
ENSMUSG00000020707.6	24	114	27	90	54	83
ENSMUSG00000020708.12	4225	4970	3846	5403	4906	5445
ENSMUSG00000020709.15	161	244	64	204	92	172
ENSMUSG00000020712.11	25	14	9	12	20	15
ENSMUSG00000020713.6	0	0	0	0	0	0
ENSMUSG00000020715.9	300	353	209	258	236	231
ENSMUSG00000020716.16	600	802	453	572	534	485
ENSMUSG00000020717.19	1059	1369	964	1022	852	926
ENSMUSG00000020718.12	89	148	92	137	108	136
ENSMUSG00000020719.14	28719	31454	21637	34608	24309	38638
ENSMUSG00000020720.13	2528	2791	2175	3519	2585	2796
ENSMUSG00000020721.16	2632	2732	2733	2941	2193	2111
ENSMUSG00000020722.5	0	0	0	0	1	0
ENSMUSG00000020723.3	15	32	22	10	32	11
ENSMUSG00000020728.17	10	23	22	25	21	19
ENSMUSG00000020732.13	17	4	9	9	15	1
ENSMUSG00000020733.3	1431	1690	1369	2014	1388	1626
ENSMUSG00000020734.13	26	15	29	3	27	13
ENSMUSG00000020736.12	212	320	311	316	301	273
ENSMUSG00000020737.12	2059	3033	1756	2899	2213	2965
ENSMUSG00000020738.16	9368	11802	7986	12007	8233	11121
ENSMUSG00000020739.11	3630	4292	3169	4600	2974	3790
ENSMUSG00000020740.13	1560	1360	1266	1512	1275	1145
ENSMUSG00000020741.17	7709	7828	6755	8321	7124	6722
ENSMUSG00000020743.15	1157	1146	815	1182	1150	1063
ENSMUSG00000020744.13	484	377	385	461	580	554
ENSMUSG00000020745.15	2003	2142	1728	2344	1681	2339
ENSMUSG00000020747.17	1088	1234	760	989	958	696
ENSMUSG00000020752.11	888	594	590	638	622	511
ENSMUSG00000020755.9	1064	1109	874	1357	1157	1308
ENSMUSG00000020758.15	390	189	204	166	209	117
ENSMUSG00000020766.4	741	702	675	975	759	805
ENSMUSG00000020770.13	986	828	554	733	771	587
ENSMUSG00000020773.11	0	7	8	9	14	28
ENSMUSG00000020774.9	0	0	6	5	1	7
ENSMUSG00000020775.13	2950	2844	1620	4223	2863	3548
ENSMUSG00000020776.18	707	807	440	604	559	515
ENSMUSG00000020777.16	545	780	582	544	702	516
ENSMUSG00000020778.12	146	81	97	94	124	87
ENSMUSG00000020780.15	2434	2538	1710	2321	2215	2164
ENSMUSG00000020781.14	774	1171	705	1022	910	1093
ENSMUSG00000020782.18	6031	5943	4135	5784	4200	4376
ENSMUSG00000020783.14	1249	1283	1283	1219	1144	1182
ENSMUSG00000020785.17	161	115	118	107	152	90
ENSMUSG00000020787.14	0	0	13	0	3	10
ENSMUSG00000020788.15	899	453	890	533	995	314
ENSMUSG00000020790.14	2472	2280	2308	2216	2214	2124
ENSMUSG00000020792.15	562	483	363	531	453	541
ENSMUSG00000020793.5	4	0	3	14	6	0
ENSMUSG00000020794.13	733	669	512	535	601	706
ENSMUSG00000020798.14	0	25	4	6	5	13
ENSMUSG00000020799.16	25	37	50	34	42	41
ENSMUSG00000020801.8	140	103	109	158	153	154
ENSMUSG00000020802.8	4761	4537	3126	4242	3351	4108
ENSMUSG00000020803.3	1594	1965	1822	2882	2323	2350
ENSMUSG00000020804.12	6	0	0	0	0	4
ENSMUSG00000020805.14	233	140	250	236	143	107
ENSMUSG00000020806.15	1705	1648	1120	1554	1516	1449
ENSMUSG00000020807.14	216	144	120	164	150	132
ENSMUSG00000020808.3	311	335	240	331	360	553
ENSMUSG00000020810.5	9	9	6	2	12	5
ENSMUSG00000020811.16	125	169	69	102	128	159
ENSMUSG00000020812.17	361	333	242	352	328	404
ENSMUSG00000020814.13	166	149	77	117	144	131
ENSMUSG00000020817.16	1463	1352	950	1212	988	1438
ENSMUSG00000020818.16	591	602	563	1143	558	930
ENSMUSG00000020821.17	2065	2356	1688	2223	1806	1904
ENSMUSG00000020823.16	3236	3758	2799	3850	2801	2994
ENSMUSG00000020826.8	21	1	4	7	1	5
ENSMUSG00000020827.18	2043	2390	1541	2078	1818	1892
ENSMUSG00000020828.13	237	82	95	92	147	80
ENSMUSG00000020829.9	238	345	266	363	302	396
ENSMUSG00000020830.3	0	0	0	0	1	0
ENSMUSG00000020831.18	50	7	16	28	26	54
ENSMUSG00000020832.14	637	511	479	480	510	537
ENSMUSG00000020834.17	264	212	225	352	231	302
ENSMUSG00000020836.15	29	24	25	20	30	28
ENSMUSG00000020838.12	0	0	2	3	1	5
ENSMUSG00000020839.16	0	0	0	0	0	0
ENSMUSG00000020840.10	2265	2503	1987	2656	2238	2767
ENSMUSG00000020841.5	293	249	267	200	232	281
ENSMUSG00000020843.15	219	361	203	289	338	372
ENSMUSG00000020844.6	2269	2890	1637	2524	1851	2445
ENSMUSG00000020846.6	37	15	25	24	44	55
ENSMUSG00000020847.15	4	12	10	23	20	10
ENSMUSG00000020848.7	7	2	2	3	0	0
ENSMUSG00000020849.13	19941	19219	18432	25020	19940	23539
ENSMUSG00000020850.14	18131	19385	16502	16889	13327	13406
ENSMUSG00000020857.11	165	297	174	406	273	393
ENSMUSG00000020859.16	315	334	265	251	247	297
ENSMUSG00000020863.15	606	863	664	927	731	786
ENSMUSG00000020864.13	1397	1523	943	1549	1126	1539
ENSMUSG00000020865.16	0	37	12	11	11	9
ENSMUSG00000020866.17	34	2	8	10	19	12
ENSMUSG00000020867.13	2	0	3	10	4	0
ENSMUSG00000020868.15	1379	1725	945	1571	1228	1613
ENSMUSG00000020869.8	9750	10527	7630	11888	9381	12289
ENSMUSG00000020870.7	0	0	0	0	0	0
ENSMUSG00000020871.8	18	5	7	17	11	14
ENSMUSG00000020872.4	0	0	0	0	0	0
ENSMUSG00000020873.13	826	1116	792	1246	1034	942
ENSMUSG00000020875.9	30	30	18	34	25	41
ENSMUSG00000020876.14	479	449	380	470	532	454
ENSMUSG00000020877.11	269	310	145	251	172	162
ENSMUSG00000020878.6	46	0	7	29	21	20
ENSMUSG00000020882.17	196	143	174	297	215	198
ENSMUSG00000020883.18	581	767	419	601	508	664
ENSMUSG00000020884.15	0	0	0	0	1	0
ENSMUSG00000020886.16	149	76	148	154	170	160
ENSMUSG00000020887.3	0	0	0	0	0	0
ENSMUSG00000020888.16	2427	2153	1726	2428	2356	2488
ENSMUSG00000020889.11	176	224	195	282	186	191
ENSMUSG00000020890.11	0	1	0	3	2	0
ENSMUSG00000020891.11	0	0	10	7	2	0
ENSMUSG00000020892.10	11	0	0	10	7	9
ENSMUSG00000020893.17	790	794	510	816	706	772
ENSMUSG00000020894.16	297	263	205	315	257	255
ENSMUSG00000020895.14	269	278	294	278	256	242
ENSMUSG00000020897.12	2032	2518	1564	2513	2161	2703
ENSMUSG00000020898.18	2687	2628	2263	2556	2202	2104
ENSMUSG00000020899.15	5916	5243	5676	5041	4447	3581
ENSMUSG00000020900.15	3248	3384	2703	3362	2043	2070
ENSMUSG00000020901.13	24	26	27	34	34	30
ENSMUSG00000020902.12	3252	3668	2864	3407	3193	2436
ENSMUSG00000020903.13	244	126	152	226	198	213
ENSMUSG00000020904.11	0	0	6	4	11	11
ENSMUSG00000020905.11	96	139	100	155	74	53
ENSMUSG00000020907.1	0	0	0	0	0	0
ENSMUSG00000020908.14	40	76	76	104	63	90
ENSMUSG00000020910.16	193	171	136	204	130	217
ENSMUSG00000020911.14	38	29	30	56	39	50
ENSMUSG00000020912.4	8	0	0	0	4	8
ENSMUSG00000020913.3	0	0	0	0	0	0
ENSMUSG00000020914.17	4466	4706	4625	5266	3697	5155
ENSMUSG00000020916.8	0	0	0	0	2	0
ENSMUSG00000020917.17	11215	11061	10072	13477	11678	11223
ENSMUSG00000020918.14	4297	5060	3537	4568	3692	3787
ENSMUSG00000020919.11	317	292	154	187	185	238
ENSMUSG00000020921.6	483	636	343	598	538	523
ENSMUSG00000020922.11	2606	2511	2246	3069	2445	2932
ENSMUSG00000020923.17	6477	6393	4680	6286	5531	5267
ENSMUSG00000020925.16	1110	1199	928	1273	872	1204
ENSMUSG00000020926.16	69	108	62	74	60	51
ENSMUSG00000020928.14	0	0	0	0	0	0
ENSMUSG00000020929.14	9505	9754	8777	10851	8634	10627
ENSMUSG00000020930.9	8	6	13	20	11	16
ENSMUSG00000020932.14	0	5	5	9	17	18
ENSMUSG00000020935.8	3235	3396	2289	3023	2852	2961
ENSMUSG00000020936.8	5152	5104	4068	5102	4966	4735
ENSMUSG00000020937.14	848	566	367	407	528	482
ENSMUSG00000020940.13	35	62	32	65	53	63
ENSMUSG00000020941.7	110	99	101	91	154	141
ENSMUSG00000020945.13	0	0	0	0	0	0
ENSMUSG00000020946.13	2114	2017	1511	1966	1906	2174
ENSMUSG00000020948.8	150	186	173	179	139	143
ENSMUSG00000020949.8	2516	3672	2767	4662	2652	5231
ENSMUSG00000020950.10	5	0	2	2	9	11
ENSMUSG00000020952.10	466	654	510	622	488	657
ENSMUSG00000020953.17	154	49	110	110	96	145
ENSMUSG00000020954.16	1552	1240	1071	1472	1051	1697
ENSMUSG00000020955.9	209	309	163	287	224	446
ENSMUSG00000020956.14	531	608	433	716	546	598
ENSMUSG00000020961.14	1448	1141	1218	1004	1015	678
ENSMUSG00000020962.13	2381	2169	1297	1841	1313	1921
ENSMUSG00000020963.14	10	14	3	0	5	3
ENSMUSG00000020964.14	1244	1431	1148	1166	1455	1432
ENSMUSG00000020973.7	883	891	554	1008	803	1025
ENSMUSG00000020974.5	223	267	252	242	249	214
ENSMUSG00000020978.10	467	918	444	833	600	1062
ENSMUSG00000020982.8	278	242	383	271	238	291
ENSMUSG00000020986.13	1167	1219	1057	1054	1094	1267
ENSMUSG00000020988.8	497	604	499	686	487	508
ENSMUSG00000020990.4	0	0	4	0	0	0
ENSMUSG00000020992.4	0	0	0	0	0	0
ENSMUSG00000020993.9	769	839	580	1165	936	1131
ENSMUSG00000020994.5	2757	3184	2317	3359	2405	3180
ENSMUSG00000021000.15	839	964	754	888	836	912
ENSMUSG00000021003.9	186	241	118	172	130	180
ENSMUSG00000021007.13	192	140	106	193	135	206
ENSMUSG00000021009.14	283	378	359	332	349	272
ENSMUSG00000021010.7	21	14	2	2	1	1
ENSMUSG00000021012.15	3195	3005	1930	2709	2105	2724
ENSMUSG00000021013.15	65	214	137	123	164	205
ENSMUSG00000021018.7	1789	2572	1550	2711	1770	2443
ENSMUSG00000021022.9	500	452	373	462	324	483
ENSMUSG00000021023.14	136	261	230	255	220	319
ENSMUSG00000021024.14	2365	3103	2326	2906	2234	3321
ENSMUSG00000021025.8	641	732	463	666	625	806
ENSMUSG00000021027.16	423	450	203	346	192	283
ENSMUSG00000021028.8	353	479	284	401	388	516
ENSMUSG00000021032.13	4	44	3	12	6	7
ENSMUSG00000021033.10	342	446	283	337	336	360
ENSMUSG00000021036.10	2452	2968	2199	2925	2294	2551
ENSMUSG00000021037.6	6376	6876	5521	8504	7130	8882
ENSMUSG00000021038.16	951	1032	923	1154	1077	1143
ENSMUSG00000021039.8	1142	1370	1181	1364	1089	1330
ENSMUSG00000021040.15	277	803	553	788	398	499
ENSMUSG00000021044.14	518	441	273	411	413	486
ENSMUSG00000021047.7	55	38	10	60	32	46
ENSMUSG00000021048.7	8238	8810	6881	9595	7583	8420
ENSMUSG00000021051.10	1511	1456	977	1501	1171	1491
ENSMUSG00000021054.6	78	179	87	144	112	230
ENSMUSG00000021055.14	4	8	0	14	10	6
ENSMUSG00000021056.8	35	55	46	77	38	68
ENSMUSG00000021057.15	44	16	42	30	43	23
ENSMUSG00000021061.15	385	495	289	540	254	400
ENSMUSG00000021062.15	234	299	94	162	151	202
ENSMUSG00000021065.16	507	408	366	454	397	563
ENSMUSG00000021066.8	32	70	17	59	22	75
ENSMUSG00000021067.7	423	772	383	660	411	721
ENSMUSG00000021068.15	468	638	546	669	404	398
ENSMUSG00000021069.16	14	1	11	15	14	7
ENSMUSG00000021070.5	12	7	12	0	6	2
ENSMUSG00000021071.15	8	0	0	0	0	2
ENSMUSG00000021072.12	641	1018	491	731	547	967
ENSMUSG00000021076.5	588	779	712	933	742	971
ENSMUSG00000021078.4	10	1	3	2	2	2
ENSMUSG00000021079.15	371	403	410	572	416	461
ENSMUSG00000021081.12	0	0	0	0	0	0
ENSMUSG00000021086.4	0	0	0	4	2	2
ENSMUSG00000021087.17	170	444	209	374	219	362
ENSMUSG00000021090.15	22	18	12	8	11	6
ENSMUSG00000021091.8	0	0	0	0	0	0
ENSMUSG00000021094.9	71	36	33	60	56	86
ENSMUSG00000021095.5	0	12	2	1	4	8
ENSMUSG00000021096.10	2742	2917	2125	3084	2558	3025
ENSMUSG00000021097.14	64	131	130	97	107	65
ENSMUSG00000021098.14	174	169	147	211	126	249
ENSMUSG00000021099.6	0	0	0	8	4	0
ENSMUSG00000021101.1	0	0	0	0	0	0
ENSMUSG00000021102.3	667	885	567	908	715	992
ENSMUSG00000021103.12	422	418	273	497	450	467
ENSMUSG00000021108.17	47	33	45	60	36	63
ENSMUSG00000021109.13	1757	1726	1530	1885	1441	1715
ENSMUSG00000021111.15	5570	5124	4117	5861	4631	6014
ENSMUSG00000021112.9	169	222	171	236	124	157
ENSMUSG00000021113.4	116	174	124	179	156	204
ENSMUSG00000021114.9	789	690	674	796	910	1060
ENSMUSG00000021115.14	447	746	479	613	554	699
ENSMUSG00000021116.10	8958	9505	7069	12602	7467	11204
ENSMUSG00000021118.7	80	59	46	70	71	26
ENSMUSG00000021120.11	135	144	118	92	151	162
ENSMUSG00000021123.12	11	18	4	15	17	9
ENSMUSG00000021124.13	1093	1414	867	1695	1208	1496
ENSMUSG00000021125.6	7	0	8	11	21	9
ENSMUSG00000021127.7	6036	6655	3884	6303	3269	5096
ENSMUSG00000021130.8	53	58	36	32	41	38
ENSMUSG00000021131.14	3108	4017	3293	4410	2837	4713
ENSMUSG00000021133.9	1990	2058	1415	1742	1822	1955
ENSMUSG00000021134.17	6871	6693	4451	6703	5147	5751
ENSMUSG00000021135.8	0	0	2	6	3	0
ENSMUSG00000021136.13	1059	1272	647	1221	857	1230
ENSMUSG00000021139.17	11	28	5	4	10	11
ENSMUSG00000021140.8	1044	986	641	620	702	543
ENSMUSG00000021143.9	1055	1210	717	946	879	656
ENSMUSG00000021144.14	1617	2236	1326	2332	1671	2191
ENSMUSG00000021147.16	491	494	302	452	398	483
ENSMUSG00000021148.11	0	0	0	0	0	0
ENSMUSG00000021149.7	638	751	792	777	564	771
ENSMUSG00000021156.16	1043	1315	664	959	789	1094
ENSMUSG00000021171.7	569	679	534	612	514	702
ENSMUSG00000021175.15	465	558	406	488	429	565
ENSMUSG00000021176.5	68	84	57	56	68	80
ENSMUSG00000021177.15	1649	1829	966	1804	1330	1689
ENSMUSG00000021178.8	3485	4453	2994	5749	4506	5220
ENSMUSG00000021179.7	1033	1127	1013	1127	965	969
ENSMUSG00000021180.8	300	320	256	463	323	367
ENSMUSG00000021182.14	2928	3221	1928	2321	1966	2020
ENSMUSG00000021185.15	163	146	168	134	214	101
ENSMUSG00000021186.8	0	24	0	0	9	0
ENSMUSG00000021187.14	0	0	0	0	2	4
ENSMUSG00000021188.14	126	133	114	106	106	119
ENSMUSG00000021189.11	185	321	298	279	244	305
ENSMUSG00000021190.14	521	537	466	682	536	736
ENSMUSG00000021192.15	429	381	327	318	395	387
ENSMUSG00000021193.9	2208	2656	2227	2491	2461	2355
ENSMUSG00000021194.5	327	321	241	416	274	347
ENSMUSG00000021196.13	6056	6101	5102	6178	4404	4803
ENSMUSG00000021198.16	10	18	3	7	2	9
ENSMUSG00000021200.14	0	0	0	6	5	0
ENSMUSG00000021203.15	99	110	50	66	73	87
ENSMUSG00000021207.8	0	0	5	0	1	0
ENSMUSG00000021208.9	0	0	0	0	0	0
ENSMUSG00000021209.12	15	0	28	5	9	0
ENSMUSG00000021210.15	0	0	0	0	0	0
